20,25,149,63
260,66,332,103
412,73,421,133
20,79,86,117
18,133,128,170
18,185,135,223
282,224,297,239
20,239,128,277
325,243,338,256
303,244,315,256
302,260,317,273
17,292,139,330
18,346,76,383
294,374,322,388
20,400,109,437
273,416,289,432
317,416,332,432
290,434,314,459
160,451,179,486
64,453,94,491
0,515,23,738
239,600,254,616
278,600,304,627
124,603,177,631
256,608,274,624
